respondent_id,response_text,human_code_label,human_code,notes,llm_code_label,confidence,llm_code,gender,gender_label,race,race_label,marital_status,marital_status_label,income,income_label,education,education_label,occupation_status,occupation_status_label,age,party_id,party_id_label
224616,n/a no idea,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",5,never married,3,"$30,000-$59,999",3,some college,1,working now,30,4,independent
224622,economy and illegal immigrant status ,,,,Economy,High,1,1,man,1,"white, non-hispanic",1,married,1,"under $9,999",4,bachelor's degree,1,working now,54,7,strong repbulican
224628,Disrespect for our constitution,,,,Politics/Democracy,High,3,2,woman,1,"white, non-hispanic",3,divorced,4,"$60,000-$99,999",4,bachelor's degree,1,working now,-2,6,not very strong republican
224634,our economy is weak . some amwricans  are working hard and it seems many are not.inflation is making it more difficult to rise to upper class ,,,,Economy,High,1,2,woman,1,"white, non-hispanic",1,married,6,"$250,000 or more",5,graduate degree,1,working now,51,7,strong repbulican
224728,anger- depression,,,,Unclear,Low,10,-1,inapplicable,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,-1,inapplicable,79,7,strong repbulican
224734,"National Security, Immigration, Economy, Moral Problems",,,,Foreign Policy,Medium,8,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,5,retired,72,7,strong repbulican
224739,"immigration, the border needs to be more protected. and the immigrants that have criminal records need to be sent back to their country. ",,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",3,some college,5,retired,66,6,not very strong republican
224782,trump,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",5,never married,3,"$30,000-$59,999",3,some college,1,working now,59,1,strong democrat
224841,I believe our economy is in disarray and that our poor stance against China and other foreign countries is to blame.,,,,Economy,High,1,1,man,6,multiple races,1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,50,3,independent democrat
224847,Attacks on democratic freedoms and institutions. ,,,,Politics/Democracy,High,3,2,woman,2,"black, non-hispanic",1,married,-9,refused,4,bachelor's degree,5,retired,72,1,strong democrat
224853,LGBTQ+ issues and discrimination; women's rights to abortion; taxation of middle class and not the wealthy; having a vindictive crook for a President.  ,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,49,1,strong democrat
224876,Housing costs: young people cannot afford to buy homes; some rents are too expensive,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,-9,refused,4,bachelor's degree,1,working now,-2,5,independent republican
224882,THREAT TO DEMACRACY,,,,Unclear,Low,10,1,man,3,hispanic,3,divorced,5,"$100,000-$249,999",3,some college,1,working now,72,3,independent democrat
224906,Health & economics,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,-9,refused,3,some college,1,working now,-2,-9,refused
224918,border out of control,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",2,high school,5,retired,60,5,independent republican
224929,Economy,Economy,1,,Economy,High,1,-1,inapplicable,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,-1,inapplicable,42,6,not very strong republican
224947,"inflation,families are unable to pay for food",,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",2,widowed,2,"$10,000-$29,999",3,some college,5,retired,80,4,independent
224959,"Immigration, Borders, trade deficits, crime, Muslim Terrorists",,,,Immigration,High,6,1,man,1,"white, non-hispanic",3,divorced,6,"$250,000 or more",5,graduate degree,1,working now,74,7,strong repbulican
224976,"climate change, gun violence, immigration",,,,Environment,High,7,1,man,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",4,bachelor's degree,5,retired,77,2,not very strong democrat
224982,Immigration and illegal immigrants,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,6,"$250,000 or more",5,graduate degree,1,working now,45,7,strong repbulican
224988,Border Control,,,,Immigration,High,6,-1,inapplicable,1,"white, non-hispanic",2,widowed,6,"$250,000 or more",3,some college,-1,inapplicable,80,7,strong repbulican
224994,la economÃ­a. la frontera abierta ,,,,Economy,High,1,1,man,3,hispanic,1,married,-9,refused,3,some college,1,working now,-2,7,strong repbulican
225000,illegal immigration,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,1,"under $9,999",4,bachelor's degree,5,retired,59,7,strong repbulican
225012,Young people not finishing school. Babies born to teens who are then unable to finish school or work unless in low-paying jobs. This continues the cycle. Trade schools should be re-implemented in middle/high schools to train students how to make a living in a field they might actually be able to find a job in.,,,,Economy,High,1,1,man,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",2,high school,5,retired,68,7,strong repbulican
225029,"Attitude, Clusters of choices based on minimal inputs of the populace based on ideas from cliques.",,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",4,bachelor's degree,5,retired,78,2,not very strong democrat
225118,homeless and the poor,,,,Social Issues,High,4,1,man,6,multiple races,5,never married,1,"under $9,999",2,high school,1,working now,41,6,not very strong republican
225159,the spread of misinformation ,,,,Social Issues,High,4,2,woman,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",5,graduate degree,1,working now,54,3,independent democrat
225177,The boarder,,,,Unclear,Low,10,-1,inapplicable,1,"white, non-hispanic",1,married,2,"$10,000-$29,999",2,high school,-1,inapplicable,36,7,strong repbulican
225195,oil prices are extremely high because the democrats want to stop drilling and buy from other countries.,,,,Economy,High,1,2,woman,1,"white, non-hispanic",5,never married,2,"$10,000-$29,999",4,bachelor's degree,1,working now,43,7,strong repbulican
225314,Racism...This is one of the most important topics,,,,Social Issues,High,4,2,woman,2,"black, non-hispanic",5,never married,2,"$10,000-$29,999",3,some college,1,working now,44,2,not very strong democrat
225325,Economy rising in prices.,,,,Unclear,Low,10,2,woman,3,hispanic,5,never married,3,"$30,000-$59,999",3,some college,1,working now,36,4,independent
225361,"i believe there are many problems that need to be addressed. the number one is the propaganda that has been spreading in the US since Europeans came to the native land. history has been lied about, government is not for the people it is to control their minds instead of allowing them to be free and the banks are frauds and so much more ",,,,Politics/Democracy,High,3,2,woman,3,hispanic,1,married,2,"$10,000-$29,999",3,some college,1,working now,28,3,independent democrat
225426,Education is failing us and the government is owned by the big businesses that want to keep people stupid and poor.,,,,Politics/Democracy,High,3,1,man,1,"white, non-hispanic",5,never married,3,"$30,000-$59,999",3,some college,1,working now,27,2,not very strong democrat
225461,money low income need more help ,,,,Unclear,Low,10,1,man,2,"black, non-hispanic",5,never married,1,"under $9,999",1,less than high school,4,unemployed,38,1,strong democrat
225491,People in government abusing their power and not helping the people.,,,,Politics/Democracy,High,3,3,nonbinary,3,hispanic,1,married,2,"$10,000-$29,999",2,high school,1,working now,39,4,independent
225508,immigration economy jobs healthcare ,,,,Immigration,High,6,2,woman,1,"white, non-hispanic",5,never married,3,"$30,000-$59,999",3,some college,1,working now,45,6,not very strong republican
225514,Inflation is hurting middle class americans,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",2,high school,1,working now,61,6,not very strong republican
225520,health care any human being shouldn't be denied life saving medicine or procedures ,,,,Healthcare,High,2,2,woman,1,"white, non-hispanic",5,never married,4,"$60,000-$99,999",1,less than high school,1,working now,19,2,not very strong democrat
225526,economical disparity ,,,,Economy,High,1,1,man,1,"white, non-hispanic",5,never married,5,"$100,000-$249,999",2,high school,1,working now,22,1,strong democrat
225550,Resolving domestic issues ,,,,Other,Medium,9,1,man,6,multiple races,5,never married,3,"$30,000-$59,999",3,some college,1,working now,45,4,independent
225580,To many taxes.  Our forefathers rebelled for much less in taxes. We are being taxed into poverty.,,,,Economy,High,1,2,woman,1,"white, non-hispanic",3,divorced,-9,refused,2,high school,1,working now,-2,7,strong repbulican
225604,racism and white nationalism ,,,,Social Issues,High,4,2,woman,2,"black, non-hispanic",5,never married,3,"$30,000-$59,999",3,some college,7,homemaker,27,3,independent democrat
225616,"poverty, the poor are overlooked while big plans are made to bring in more income by building new buildings and improving infrastructure ",,,,Economy,High,1,2,woman,3,hispanic,2,widowed,2,"$10,000-$29,999",3,some college,1,working now,69,1,strong democrat
225652,No longer being united. Too many groups want to stand out and raise awareness of their culture or group because they believe they're more special or unique than others. America is a melting pot which means we all need to come together instead of trying to separate ourselves. ,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,6,"$250,000 or more",4,bachelor's degree,7,homemaker,43,6,not very strong republican
225658,taxes and the way they are spent ,,,,Economy,High,1,2,woman,1,"white, non-hispanic",2,widowed,4,"$60,000-$99,999",5,graduate degree,1,working now,38,2,not very strong democrat
225675,NULL,,,,Unclear,Low,10,-1,inapplicable,-9,refused,-2,missing,-9,refused,-9,refused,-1,inapplicable,-2,-9,refused
225699,"U. S. National Debt is surpassing the level of interest the country can pay without slashing fundamental needs. We need to seriously limit discretional spending, military over-spending, and government pensions. There are many more things that could be cut--but we could start there.",,,,Economy,High,1,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",5,graduate degree,1,working now,69,3,independent democrat
225717,gun drugs sex traffic ,,,,Crime,High,5,1,man,1,"white, non-hispanic",5,never married,1,"under $9,999",2,high school,1,working now,31,1,strong democrat
225723,Deficit spending,,,,Economy,High,1,2,woman,1,"white, non-hispanic",5,never married,1,"under $9,999",3,some college,1,working now,19,4,independent
225758,The price of everything is too high.,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",2,high school,7,homemaker,39,4,independent
225800,"economy/inflation, gas prices, border protection/immigration, rising healthcare costs, election integrity, government spending and transparency ",,,,Economy,High,1,2,woman,6,multiple races,1,married,1,"under $9,999",4,bachelor's degree,1,working now,44,5,independent republican
225805,Murder of unborn babies. ,,,,Healthcare,High,2,2,woman,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",4,bachelor's degree,1,working now,57,7,strong repbulican
225817,illegal immigration ,,,,Immigration,High,6,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,1,working now,61,7,strong repbulican
225835,cost of groceries and living,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",3,some college,5,retired,-2,7,strong repbulican
225847,division / economic disparity / ,,,,Social Issues,High,4,1,man,2,"black, non-hispanic",1,married,3,"$30,000-$59,999",4,bachelor's degree,1,working now,49,1,strong democrat
225876,"The Border crisis, the economy, overspending, democratic crime",,,,Unclear,Low,10,1,man,3,hispanic,1,married,5,"$100,000-$249,999",3,some college,1,working now,51,7,strong repbulican
225894,national security ,,,,Foreign Policy,High,8,2,woman,1,"white, non-hispanic",1,married,-9,refused,3,some college,1,working now,-2,5,independent republican
225900,borders need to be closed   inflation needs to be stopped and lowered   taxes are too high,,,,Immigration,High,6,1,man,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",1,less than high school,5,retired,66,7,strong repbulican
225912,The illegal Drugs coming in from outside the country,,,,Crime,High,5,-1,inapplicable,1,"white, non-hispanic",4,separated,1,"under $9,999",2,high school,-1,inapplicable,44,7,strong repbulican
225924,women's rights ,,,,Social Issues,High,4,2,woman,2,"black, non-hispanic",1,married,3,"$30,000-$59,999",2,high school,7,homemaker,59,1,strong democrat
225936,trumps racist magna people,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",3,some college,5,retired,74,1,strong democrat
225972,"extreme division fueled by politicians, media and social media",,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",4,bachelor's degree,1,working now,56,1,strong democrat
225978,"housing, food & health, health care",,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,42,6,not very strong republican
225984,defense and the economy ,,,,Economy,Medium,1,1,man,1,"white, non-hispanic",3,divorced,3,"$30,000-$59,999",4,bachelor's degree,1,working now,73,4,independent
225990,big business being able to do whatever they want with no repercussions,,,,Politics/Democracy,High,3,1,man,1,"white, non-hispanic",5,never married,3,"$30,000-$59,999",3,some college,1,working now,56,3,independent democrat
226055,Lack of decent health care for the poor.,,,,Healthcare,High,2,1,man,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",3,some college,5,retired,80,3,independent democrat
226061,"Education, family stability, partisanship, housing",,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,6,"$250,000 or more",4,bachelor's degree,1,working now,58,3,independent democrat
226097,illegal immigrants and the financial state of our country,,,,Immigration,High,6,2,woman,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",2,high school,1,working now,38,7,strong repbulican
226102,illegal immigration/border invasion ,,,,Immigration,High,6,1,man,-9,refused,1,married,-9,refused,-9,refused,1,working now,-2,7,strong repbulican
226108,Bad government,,,,Politics/Democracy,High,3,-1,inapplicable,1,"white, non-hispanic",2,widowed,3,"$30,000-$59,999",3,some college,-1,inapplicable,80,6,not very strong republican
226120,the economy is horrible ,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",5,graduate degree,1,working now,33,6,not very strong republican
226185,"equality for women, people of different races, backgrounds etc. ",,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",5,never married,3,"$30,000-$59,999",3,some college,1,working now,23,3,independent democrat
226197,"A general observation of OPINIONS being construed as JUDGEMENT and attaching emotions"" such as like/dislike to something as a driver - I think the ""do you like"" questions asked before in this survey kinda touched on that""",,,,Unclear,High,10,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",5,graduate degree,1,working now,46,4,independent
226203,homeless in America ,,,,Social Issues,High,4,1,man,2,"black, non-hispanic",3,divorced,1,"under $9,999",5,graduate degree,6,permanently disabled,55,7,strong repbulican
226214,Inflation,,,,Unclear,Low,10,-1,inapplicable,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",2,high school,-1,inapplicable,32,5,independent republican
226232,No Comment ,,,,Unclear,High,10,2,woman,2,"black, non-hispanic",5,never married,2,"$10,000-$29,999",3,some college,1,working now,62,1,strong democrat
226238,SK,Unclear,10,,Unclear,Low,10,2,woman,1,"white, non-hispanic",4,separated,2,"$10,000-$29,999",1,less than high school,5,retired,62,5,independent republican
226274,Radical beliefs ,Social Issues,4,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,-9,refused,3,some college,5,retired,67,1,strong democrat
226357,Declining Health,,,,Healthcare,High,2,-1,inapplicable,1,"white, non-hispanic",3,divorced,4,"$60,000-$99,999",5,graduate degree,-1,inapplicable,56,4,independent
226405,our borders should not be ipen,,,,Unclear,Low,10,4,something else,1,"white, non-hispanic",1,married,-4,error,2,high school,8,student,18,4,independent
226411,Domestic Violence,,,,Social Issues,High,4,1,man,3,hispanic,5,never married,5,"$100,000-$249,999",3,some college,1,working now,24,4,independent
226472,SK,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",3,divorced,2,"$10,000-$29,999",3,some college,1,working now,51,4,independent
226490,inflation and cost of things,,,,Economy,High,1,1,man,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",3,some college,1,working now,52,6,not very strong republican
226513,Education. Public Education needs an overhaul ,,,,Other,High,9,1,man,3,hispanic,3,divorced,4,"$60,000-$99,999",3,some college,1,working now,43,4,independent
226525,Non-parallel relationship between wages and cost of living.,,,,Economy,High,1,2,woman,3,hispanic,5,never married,5,"$100,000-$249,999",3,some college,8,student,18,2,not very strong democrat
226548,Illegal Immigrants,,,,Unclear,Low,10,-1,inapplicable,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,-1,inapplicable,60,7,strong repbulican
226596,Costs of goods too high,,,,Unclear,Low,10,-1,inapplicable,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",2,high school,-1,inapplicable,53,6,not very strong republican
226608,High interest rates.,,,,Economy,High,1,1,man,2,"black, non-hispanic",5,never married,4,"$60,000-$99,999",2,high school,1,working now,42,7,strong repbulican
226638,inflation high prices. high insurance high HOA FEES,,,,Economy,High,1,2,woman,1,"white, non-hispanic",2,widowed,2,"$10,000-$29,999",3,some college,-2,missing,66,1,strong democrat
226673,"Economy,national security and race relations ",,,,Unclear,Low,10,1,man,2,"black, non-hispanic",1,married,4,"$60,000-$99,999",2,high school,5,retired,69,1,strong democrat
226697,Illegal Immigration,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",3,some college,1,working now,52,6,not very strong republican
226779,Assault weapons and how easily they are obtained. ,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",4,bachelor's degree,1,working now,38,6,not very strong republican
226838,people don't know their identity in Christ ,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,1,working now,32,6,not very strong republican
226879,I think we need to avoid letting the media and politicians try to divide us as a country.,,,,Social Issues,High,4,1,man,1,"white, non-hispanic",5,never married,4,"$60,000-$99,999",3,some college,1,working now,44,6,not very strong republican
226927,"Economy , immigrants, giving money away to support non Americans. inflation ",,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",2,high school,1,working now,50,7,strong repbulican
226973,social security for older people possibly be changed.,,,,Unclear,Low,10,4,something else,2,"black, non-hispanic",5,never married,2,"$10,000-$29,999",1,less than high school,7,homemaker,51,4,independent
226997,threats to democracy ,,,,Politics/Democracy,High,3,1,man,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",4,bachelor's degree,1,working now,56,1,strong democrat
227008,We need to fax the rich or they should pay there fair share,,,,Unclear,Low,10,-1,inapplicable,2,"black, non-hispanic",1,married,-4,error,-4,#N/A,-1,inapplicable,52,1,strong democrat
227026,To much division,,,,Unclear,Low,10,-1,inapplicable,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",2,high school,-1,inapplicable,78,1,strong democrat
227032,Medical Insurance,,,,Unclear,Low,10,1,man,6,multiple races,5,never married,2,"$10,000-$29,999",3,some college,1,working now,29,5,independent republican
227044,bigotry and Trump,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",5,graduate degree,5,retired,77,1,strong democrat
227062,Inflation is a huge problem and the cost of living is a major problem. ,,,,Economy,High,1,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,39,5,independent republican
227068,"Inflation, Anti Christian sentiment, War, AI.",,,,Economy,Medium,1,1,man,1,"white, non-hispanic",3,divorced,5,"$100,000-$249,999",-2,insufficient information,1,working now,63,7,strong repbulican
227091,The economy and open border.,,,,Economy,High,1,2,woman,3,hispanic,1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,63,7,strong repbulican
227103,safety of our homeland,,,,Foreign Policy,Medium,8,1,man,1,"white, non-hispanic",1,married,-9,refused,4,bachelor's degree,5,retired,-2,6,not very strong republican
227115,"The most important problems to me in the Department of Education, women's rights, LGBTQ+ rights, taxes, inflation, and holding politicians and others with power accountable for their actions.",,,,Politics/Democracy,High,3,2,woman,1,"white, non-hispanic",5,never married,4,"$60,000-$99,999",5,graduate degree,1,working now,-2,2,not very strong democrat
227121,deficit spending on things that we should not even be doing,,,,Economy,High,1,2,woman,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,1,working now,72,6,not very strong republican
227127,"economy - people can't afford housing, food, etc",,,,Economy,High,1,1,man,1,"white, non-hispanic",1,married,6,"$250,000 or more",3,some college,5,retired,76,6,not very strong republican
227133,"Inflation, immigration, crime",,,,Economy,High,1,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,65,5,independent republican
227145,The economy and national debt are a mess.,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",5,graduate degree,1,working now,61,7,strong repbulican
227151,"border security, inflation, DEI, lack of God even though that used to be the cornerstone of American values, health care, the economy, education system, our government and corrupt politicians.",,,,Immigration,High,6,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,41,7,strong repbulican
227198,economy- inflation is to high and hurting most people.,,,,Economy,High,1,2,woman,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,5,retired,62,7,strong repbulican
227204,no control over the border wall,,,,Immigration,High,6,1,man,1,"white, non-hispanic",3,divorced,3,"$30,000-$59,999",2,high school,1,working now,58,5,independent republican
227258,Unsecured Borders,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,6,"$250,000 or more",5,graduate degree,1,working now,55,7,strong repbulican
227400,Inflation ,,,,Economy,High,1,1,man,2,"black, non-hispanic",1,married,5,"$100,000-$249,999",5,graduate degree,1,working now,51,4,independent
227411,immigration and the need for maga to deport everyone ,Immigration,6,,Immigration,High,6,2,woman,1,"white, non-hispanic",5,never married,5,"$100,000-$249,999",5,graduate degree,1,working now,43,6,not very strong republican
227429,"racial divide , inflation , healthcare and education ",,,,Unclear,Low,10,2,woman,5,native american,3,divorced,5,"$100,000-$249,999",3,some college,1,working now,53,4,independent
227447,poverty and price increases ,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,3,"$30,000-$59,999",2,high school,1,working now,31,5,independent republican
227572,economy and undocumented allies ,Economy,1,multiple problems,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",5,graduate degree,5,retired,-2,7,strong repbulican
227578,Inflation Immigration,Economy,1,,Economy,High,1,-1,inapplicable,1,"white, non-hispanic",5,never married,6,"$250,000 or more",3,some college,-1,inapplicable,19,-9,refused
227584,"Inflation, cost of living",,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,2,"$10,000-$29,999",4,bachelor's degree,5,retired,61,7,strong repbulican
227600,"oligarchy, racism, fascism, authoritarianism ",,,,Social Issues,High,4,2,woman,2,"black, non-hispanic",5,never married,4,"$60,000-$99,999",4,bachelor's degree,1,working now,40,1,strong democrat
227606,Housing/rental pricing,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",5,never married,2,"$10,000-$29,999",3,some college,1,working now,21,3,independent democrat
227623,"Economy, focusing on the people well being than transferring resources to other countries ",,,,Unclear,Low,10,2,woman,2,"black, non-hispanic",1,married,4,"$60,000-$99,999",5,graduate degree,1,working now,39,3,independent democrat
227629,the incoming administration ,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",3,divorced,3,"$30,000-$59,999",4,bachelor's degree,1,working now,54,1,strong democrat
227641,treating all people with respect and granting them their civil rights,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",2,widowed,4,"$60,000-$99,999",5,graduate degree,5,retired,74,1,strong democrat
227647,getting back to civility.  ,,,,Social Issues,High,4,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",3,some college,1,working now,65,3,independent democrat
227659,classic racism ,,,,Social Issues,High,4,2,woman,3,hispanic,5,never married,5,"$100,000-$249,999",3,some college,1,working now,26,1,strong democrat
227677,"poverty, cruel immigration policies, affordable housing ",,,,Economy,High,1,2,woman,1,"white, non-hispanic",5,never married,2,"$10,000-$29,999",3,some college,1,working now,30,2,not very strong democrat
227694,"border control, tax for the wealthy, ",,,,Immigration,High,6,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",5,graduate degree,1,working now,62,7,strong repbulican
227706,corporate greed and homelessness ,,,,Social Issues,High,4,2,woman,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",2,high school,1,working now,33,3,independent democrat
227724,"DEBT- We need to stop giving other countries so much money. Once we have solved our homeless, especially veterans, then maybe. In addition, we need to put our foot down with the illegal aliens. We don't owe them anything and they are using up all of our resources. This country needs to worry about the United States before we worry about other countries.",,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",5,graduate degree,1,working now,56,7,strong repbulican
227736,border control ,,,,Immigration,High,6,2,woman,1,"white, non-hispanic",2,widowed,4,"$60,000-$99,999",3,some college,-2,missing,-2,7,strong repbulican
227789,cost of living ,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,1,working now,48,4,independent
227795,Healthcare costs,,,,Healthcare,High,2,2,woman,1,"white, non-hispanic",1,married,1,"under $9,999",4,bachelor's degree,1,working now,53,7,strong repbulican
227806,Economics and the power required for politics.,,,,Economy,Medium,1,3,nonbinary,1,"white, non-hispanic",3,divorced,5,"$100,000-$249,999",3,some college,1,working now,51,1,strong democrat
227842,security and safety of American Citizens ,,,,Crime,High,5,2,woman,1,"white, non-hispanic",1,married,6,"$250,000 or more",5,graduate degree,1,working now,-2,6,not very strong republican
227877,"Demonization of expertise, experience, and research/evidence-based learning/processing/governing. ",Social Issues,4,science,Unclear,Low,10,1,man,1,"white, non-hispanic",5,never married,6,"$250,000 or more",4,bachelor's degree,1,working now,26,3,independent democrat
227913,immigration and economy,,,,Immigration,High,6,2,woman,1,"white, non-hispanic",2,widowed,3,"$30,000-$59,999",3,some college,5,retired,73,7,strong repbulican
227989,Abortion availability to women,,,,Healthcare,High,2,2,woman,1,"white, non-hispanic",5,never married,5,"$100,000-$249,999",4,bachelor's degree,1,working now,26,7,strong repbulican
228025,Racism Inflation Greed,,,,Social Issues,High,4,1,man,2,"black, non-hispanic",5,never married,1,"under $9,999",2,high school,1,working now,66,1,strong democrat
228042,the people of the US are decided.  crime is a huge issue.  immigration ,,,,Crime,High,5,1,man,3,hispanic,1,married,5,"$100,000-$249,999",2,high school,1,working now,67,6,not very strong republican
228048,holding on to Demoncracy,,,,Politics/Democracy,High,3,2,woman,1,"white, non-hispanic",2,widowed,3,"$30,000-$59,999",3,some college,5,retired,80,1,strong democrat
228066,Democracy too many lies ,,,,Politics/Democracy,High,3,2,woman,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,5,retired,79,1,strong democrat
228090,Climate change,,,,Unclear,Low,10,-1,inapplicable,1,"white, non-hispanic",1,married,-9,refused,5,graduate degree,-1,inapplicable,-2,1,strong democrat
228096,Unfair elections ,,,,Politics/Democracy,High,3,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",5,graduate degree,5,retired,78,1,strong democrat
228102,Freedom,,,,Unclear,Low,10,-1,inapplicable,1,"white, non-hispanic",3,divorced,3,"$30,000-$59,999",3,some college,-1,inapplicable,68,3,independent democrat
228108,I feel that Congress is not doing their job.,,,,Politics/Democracy,High,3,1,man,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,5,retired,80,1,strong democrat
228137,prices are out of control but there is NOTHING I can do about it. I worry about my retirement & my family,,,,Economy,High,1,2,woman,1,"white, non-hispanic",3,divorced,5,"$100,000-$249,999",4,bachelor's degree,1,working now,-2,7,strong repbulican
228143,"Immigration, Russia,China, Middle East",,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",3,some college,5,retired,60,6,not very strong republican
228161,"immigrants , work on securing our boarders, gas prices, interest rates..",,,,Immigration,High,6,2,woman,1,"white, non-hispanic",3,divorced,2,"$10,000-$29,999",-2,insufficient information,1,working now,54,5,independent republican
228167,economy is in the pits,,,,Unclear,Low,10,1,man,-9,refused,1,married,-9,refused,4,bachelor's degree,5,retired,-2,5,independent republican
228179,Poverty and segregation. As a collative We the people could uprise and come together. Designated Survivor thing. ,,,,Unclear,Low,10,2,woman,1,"white, non-hispanic",3,divorced,2,"$10,000-$29,999",3,some college,7,homemaker,41,2,not very strong democrat
228197,Immigration control.,,,,Immigration,High,6,1,man,1,"white, non-hispanic",1,married,5,"$100,000-$249,999",3,some college,1,working now,59,5,independent republican
228203,economy immigration,,,,Unclear,Low,10,1,man,1,"white, non-hispanic",2,widowed,4,"$60,000-$99,999",3,some college,5,retired,80,5,independent republican
228214,Inflation is high,,,,Economy,High,1,2,woman,1,"white, non-hispanic",1,married,4,"$60,000-$99,999",3,some college,1,working now,44,6,not very strong republican
