respondent_id,response_text
220493,"economy, morality, immigration."
220508,mayor attention a veterans disabilities y controller la immigration de los indocumentados
220531,"unity politics rift, no more for the good of the people, now it's about the party problem is parties aren't all the people"
220549,Politics
220561,jobs need to pay more for hard workers
220631,Border control/illegal immigration
220661,"The right qualifications, length of terms, age of people running for offices."
220666,expensive living 
220702,Inability to work across the aisle
220719,The government
220760,"illegal immigration, inflation, employment, DEI, woke corporations, Foreign wars (Israel,Ukraine) Chinese and Iranian aggression."
220778,National security. Both from foreign adversaries and at the borders.
220813,tighter gun control
220819,risk of losing democracy
220852,"Climate change, bad policies and pollution."
220882,"Economy, universal healthcare, police immunity, religious fanaticism, inflation, education"
220893,crimen hurtos 
220922,"education, inflation, peace, gun reform, trump in office, protect women sports, out of restrooms"
220946,illegal Aliens 
220960,Regressive left
220984,homeless people not being cared for
221037,"Equity/Equality, wage disparities, and few social safety nets"
221043,Feeling  safe going ab
221067,"women's rights over their bodies, equal rights for all races and genders, including transgendered, women are not safe in public, especially now that a convicted rapist holds the highest seat of government "
221073,"MAGA and the complete disregard for laws (Unless it suits them), Trump, radical bi-partizan politics, a weak and disconnected Democrat Party, the death of the traditional Republican party, results of a poor public educational system. US Nationalism that fails to have a world view,"
221144,Inflation. Prices of groceries and everyday things cost too much. 
221162,"inflation, cost living salaries wages "
221180,immigration illegal 
221186,human rights and global warming 
221210,erosion of democracy 
221222,"People who talk based on emotions and not face.  Fear mongering people who generalize people based upon their preferences, race, religion or other factors."
221263,"systemic racism , inflation , chemical in foods, big pharmaceutical "
221305,Too much welfare
221317,economy
221382,we just need to take care of our country & people before others
221433,"Wages haven't risen in years, the middle class cannot actively achieve the American dream"" we've been encouraged to reach for ... making it difficult to buy homes, afford the rising costs of food and living, and those that have power continue to play games by dividing communities on issues that should be used to bring us together to find solutions that require sacrifice but will help us all in the long run. Instead, corporations continue to get more money and power and a select group of people continue to get obscenely rich while most Americans struggle just to make it from one moment to the next."""
221445,"BEING RULED BY A DICTATOR ,HOPES HE KNOWS HE CAN ONLY GET RID OF THE ILLEGAL ENTRY ALIENS AND NOT THE ONES WHO HAVE ASYLUM. UNGRATEFUL TO THE PEOPLE WHO VOTED FOR HIM  BY APPLYING TARIFFS AND CAUSING UNNECESSARY HARDSHIP AND INFLATION"
221469,Social Media and 24 hours new is causing hate
221474,The Rise of fascism and religious extremism
221486,"climate change, the economy, education"
221492,"DRUGS, THE DANGERS OF INTERNET SCAMS AND SOLICITATION TOWARDS YOUNG PEOPLE. LACK OF RESPECT FOR AUTHORITY. "
221510,"NATO, SUPPORT FOR UKRAINE, ALLIES AND HOW THEY VIEW AMERICA SINCE MAGA AND TRUMP, WE HAVE A CRIMINAL AS PRESIDENT. THE DEMOCRATS SHOULDNHAVE STOPPED TRUMP. SINCE WHEN CAN A FELON BE VOTING OR APOLITICIAN. "
221522,"taxes, drug costs housing "
221527,Donald Trump too many to list
221545,"The economy, Prices are too high, interest rates are too high"
221563,economy
221569,lack of respect too much hate
221581,migration  living wages taxes on social security 
221586,"inflation, housing insurance"
221592,compromise and meeting in the middle for progress
221604,We are a country divided on reality- how can we fix anything?
221610,"Gun Control, Immigration, Climate Control"
221616,Government spending on unnecessary issues 
221651,"Housing Affordability, inflation, Gun culture, unemployment "
221675,Dismissing Christian values
221693,illegal immigration
221698,illegal aliens and poor border security.      inflation 
221704,boarder control 
221722,TOO MUCH FEDERAL GOVERNMENT
221728,"Economy/inflation, drugs, sex/labor trafficking, open borders, safety, wars"
221751,medicaid laws are corrupt and very outdated. people with disabilities and elderly are not treated fairly as well as people with mental health issues. 
221757,Economy . . . Retail Prices / Mortgage Rates to high
221768,I fear we are going backwards with taking peoples rights away and how bad our economy is getting 
221774,Affordable Health Care
221792,Division. The Divided States of Embarrassment 
221816,their lack of education and understanding basic concepts like tariffs and economic policies 
221822,Divided
221834,No one tells the truth. EVERYONE is greedy.
221869,LGBTIA+ equality.
221881,economy 
221911,National security 
222018,national debt is too high and will cause problem for the next generation 
222107,"racial tensions, exploitation of lower class "
222159,"cost of living, medical care, wasteful spending of tax dollars"
222189,Donald Trump and his MAGA followers.
222200,make it where people can live and not be struggling from payday to payday and make it easier to get jobs and get help and get insurance and stuff like that
222247,Pay Rate
222294,white supremacy 
222300,The Economic.Having enough money to live on
222306,economics are in poor shape 
222336,Children trafficking. weed being illegal because beer is illegal and weed does not kill people but beer/liquor can. why do we still have the lotto but we have tons of homeless people. How are we in debt when we can just print money? The higher authorities is prejudice and racist. everything is expensive but everything is free but the world got to make money off of the world humans. we came take down TikTok but not Child porn. there's obviously something foul about that. 
222342,politician only fight to benefit themselves and their families 
222348,Capitalism taking over every part of our lives and destroying opportunity for the people while enriching a few. 
222377,"Opioid addiction :( , Sending money to foreign countries, open borders & monopoly corporations taking over the FDA & CDC!"
222389,"The open border: Inflation, abortion, and the gay movement"
222407,Border Security
222425,"ILLEGAL IMMIGRATION, DEBT, WORLD STANDING"
222436,"boder, police and corruption"
222460,lack of border control  with Mexico during Biden administration.   
222472,Inflation/cost of living
222484,Open borders
222502,ECONOMY.  GET RID OF ELECTRIC AUTOMOBILES.
222523,Racism
222535,"housing, illegal immigration, drugs"
222541,"income inequality, lack of empathy for our neighbors, health care pricing"
222547,Economy and illegal immigration
222565,executive branch is out of control 
222577,Donald Trump
222583,"economy, border, too liberal, democrats need to adopt more conservative practices"
222589,social media which I think has been the most influential in creating a divided country
222607,Lack of educated perspective
222613,"Economy. I feel we are facing food problems, money problems"
222631,"Economy, inflation, "
222655,Political propaganda and misinformation tied to people's emotional weaknesses
222666,Illegals in the US 
222672,Morality
222678,"lying main stream media, believing only their positions and beliefs matters. they no longer just give the news and let the people come to the conclusion with all the information. They divide the country. the politicians just lie to us "
222690,Economy and border issues
222702,no border security
222815," homeless people, housing,crime"
222833,rising costs of living 
222845,stupidity and greed
222868,
222951,this country is facing 
222969,"The rampant white nationalist rhetoric that is being allowed to go unchecked leading to increased homophobia, transphobia, racism, and sexism"
223020,you can't afford anything anymore
223044,God being first
223080,Cost of living
223092,I think the biggest problem is the cost of living. 
223122,racisim  
223128,"housing rent the price of food gas prices wages, taxes, I could go on but there isn't enough room for me to say everything "
223152,"cultural division, radical left, and radical right. radical immigration. public school system"
223183,"capitalism, poor are being disregarded and made to suffer because they are poor."
223201,inflation is out problem need higher wages 
223224,na I'm Neutral
223230,War
223242,money problems 
223290,government deficit 
223296,inflation is a major problem
223331,Attempts to control our thinking and the lack of unbiased reporting by the American news media.
223361,People forget we have such diversity and try to push policies that don't recognize that
223385,"Donald Trump as President-Elect and the choices he has made to fill positions on his staff, in his cabinet, and in other key positions."
223432,border crisis 
223438,lack of trust in the government and its agencies 
223462,border not being secured letting criminals in our country 
223468,National Security
223480,freedom of speech and information 
223497,Borcder control
223503,Unity
223533,"illegal aliens straining our resources, spreading disease, committing crimes and potential terrorism "
223572,Division caused by fomenting hate. Unwillingness to compromise. Problem solving takes a back seat to fundraising.
223577,"Fascism, authoritarianism, lack of action on climate crisis, wealth inequality and wealth concentration."
223583,economy
223589,bleeding hearts- No $ to help Americans
223601,Racism
223618,economic and social safety net issues for low income people.
223636,involve too much forein country
223659,Social Security. Inflation Insurance rates
223665,immigration - illegal immigrates with violent tendencies who are killing Americans
223671,environmental issue
223677,the cost of goods is out of control
223689,"crimes, racism, transgenders "
223700,The border
223718,"economic, health insurance, housing "
223730,"Immigration.  Lack of control of the borders, the loss of migrant children, "
223735,economy - many people can't live on the money the make along with the cost of living
223753,extremism- no collaboration 
223771,inflation rise in prices on most everything..... health insurance to high to retire
223794,illegal immigrants
223800,inflation       costs are too high 
223806,"economy, illegal inmigration "
223812,border security
223890,Impending global war
223950,inflation and rent prices
223967,economy . housing prices
223979,The economy is currently causing many people to not be able to afford basic needs.
223985,dependent and in debt to many outside sources
224050,Inflation
224056,not enough jobs
224079,"corporate interest, black rock, corruption, war mongering, erasure of the middle class.. the wealth gap. police corruption. taxation is out of control etc "
224085,I think that our immigration policy's are too lax and that homelessness is a massive problem and people don't want to work because they can get free money from unemployment 
224144,Inflation Immigration
224174,"War, Economy failing, lack of jobs."
224180,Guns killing people
224210,Prices to high.
224316,"1. The bipolarity of opinions. If you disagree with my opinion, then we have to fight or I have to convince you. I am not willing to listen - this is the general trend I am seeing. 2. Social media causing people to see more of what they want to see. 3. Economy going down, people getting richer or poorer. Poor people can't dig themselves out, yet the society is training them to not having to stand on their own. Bigger corporations monopoly and driving small businesses out. "
224322,The economy is the most important problem facing the country right now
224340,One major problem is inequity when it comes to medical treatment of whites and blacks in the U. S.
224352,high prices of goods
224364,jobs poverty  people are not working an can't afford things prices of goods housing etc
224416,MAGA disregard for the rule of law
224422,International Conflicts
224440,"Jobs, economy, immigrations"
224463,"economy, political environment"
224475,"late stage capitalism, climate change, regressive constraining back of equal rights, attacks on the right to vote, gerrymandering"
224516,"Hunger among kids, You cant do anything without offending someone, no respect for our country"
224534,Trump's appointments
224540,economy and mental health 
224551,I think one problem is the nutritions isn't important/included in common foods. 
224587,SK
224616,n/a no idea
224622,economy and illegal immigrant status 
224628,Disrespect for our constitution
224634,our economy is weak . some amwricans  are working hard and it seems many are not.inflation is making it more difficult to rise to upper class 
224728,anger- depression
224734,"National Security, Immigration, Economy, Moral Problems"
224739,"immigration, the border needs to be more protected. and the immigrants that have criminal records need to be sent back to their country. "
224782,trump
224841,I believe our economy is in disarray and that our poor stance against China and other foreign countries is to blame.
224847,Attacks on democratic freedoms and institutions. 
224853,LGBTQ+ issues and discrimination; women's rights to abortion; taxation of middle class and not the wealthy; having a vindictive crook for a President.  
224876,Housing costs: young people cannot afford to buy homes; some rents are too expensive
224882,THREAT TO DEMACRACY
224906,Health & economics
224918,border out of control
224929,Economy
224947,"inflation,families are unable to pay for food"
224959,"Immigration, Borders, trade deficits, crime, Muslim Terrorists"
224976,"climate change, gun violence, immigration"
224982,Immigration and illegal immigrants
224988,Border Control
224994,la economÃ­a. la frontera abierta 
225000,illegal immigration
225012,Young people not finishing school. Babies born to teens who are then unable to finish school or work unless in low-paying jobs. This continues the cycle. Trade schools should be re-implemented in middle/high schools to train students how to make a living in a field they might actually be able to find a job in.
225029,"Attitude, Clusters of choices based on minimal inputs of the populace based on ideas from cliques."
225118,homeless and the poor
225159,the spread of misinformation 
225177,The boarder
225195,oil prices are extremely high because the democrats want to stop drilling and buy from other countries.
225314,Racism...This is one of the most important topics
225325,Economy rising in prices.
225361,"i believe there are many problems that need to be addressed. the number one is the propaganda that has been spreading in the US since Europeans came to the native land. history has been lied about, government is not for the people it is to control their minds instead of allowing them to be free and the banks are frauds and so much more "
225426,Education is failing us and the government is owned by the big businesses that want to keep people stupid and poor.
225461,money low income need more help 
225491,People in government abusing their power and not helping the people.
225508,immigration economy jobs healthcare 
225514,Inflation is hurting middle class americans
225520,health care any human being shouldn't be denied life saving medicine or procedures 
225526,economical disparity 
225550,Resolving domestic issues 
225580,To many taxes.  Our forefathers rebelled for much less in taxes. We are being taxed into poverty.
225604,racism and white nationalism 
225616,"poverty, the poor are overlooked while big plans are made to bring in more income by building new buildings and improving infrastructure "
225652,No longer being united. Too many groups want to stand out and raise awareness of their culture or group because they believe they're more special or unique than others. America is a melting pot which means we all need to come together instead of trying to separate ourselves. 
225658,taxes and the way they are spent 
225675,NULL
225699,"U. S. National Debt is surpassing the level of interest the country can pay without slashing fundamental needs. We need to seriously limit discretional spending, military over-spending, and government pensions. There are many more things that could be cut--but we could start there."
225717,gun drugs sex traffic 
225723,Deficit spending
225758,The price of everything is too high.
225800,"economy/inflation, gas prices, border protection/immigration, rising healthcare costs, election integrity, government spending and transparency "
225805,Murder of unborn babies. 
225817,illegal immigration 
225835,cost of groceries and living
225847,division / economic disparity / 
225876,"The Border crisis, the economy, overspending, democratic crime"
225894,national security 
225900,borders need to be closed   inflation needs to be stopped and lowered   taxes are too high
225912,The illegal Drugs coming in from outside the country
225924,women's rights 
225936,trumps racist magna people
225972,"extreme division fueled by politicians, media and social media"
225978,"housing, food & health, health care"
225984,defense and the economy 
225990,big business being able to do whatever they want with no repercussions
226055,Lack of decent health care for the poor.
226061,"Education, family stability, partisanship, housing"
226097,illegal immigrants and the financial state of our country
226102,illegal immigration/border invasion 
226108,Bad government
226120,the economy is horrible 
226185,"equality for women, people of different races, backgrounds etc. "
226197,"A general observation of OPINIONS being construed as JUDGEMENT and attaching emotions"" such as like/dislike to something as a driver - I think the ""do you like"" questions asked before in this survey kinda touched on that"""
226203,homeless in America 
226214,Inflation
226232,No Comment 
226238,SK
226274,Radical beliefs 
226357,Declining Health
226405,our borders should not be ipen
226411,Domestic Violence
226472,SK
226490,inflation and cost of things
226513,Education. Public Education needs an overhaul 
226525,Non-parallel relationship between wages and cost of living.
226548,Illegal Immigrants
226596,Costs of goods too high
226608,High interest rates.
226638,inflation high prices. high insurance high HOA FEES
226673,"Economy,national security and race relations "
226697,Illegal Immigration
226779,Assault weapons and how easily they are obtained. 
226838,people don't know their identity in Christ 
226879,I think we need to avoid letting the media and politicians try to divide us as a country.
226927,"Economy , immigrants, giving money away to support non Americans. inflation "
226973,social security for older people possibly be changed.
226997,threats to democracy 
227008,We need to fax the rich or they should pay there fair share
227026,To much division
227032,Medical Insurance
227044,bigotry and Trump
227062,Inflation is a huge problem and the cost of living is a major problem. 
227068,"Inflation, Anti Christian sentiment, War, AI."
227091,The economy and open border.
227103,safety of our homeland
227115,"The most important problems to me in the Department of Education, women's rights, LGBTQ+ rights, taxes, inflation, and holding politicians and others with power accountable for their actions."
227121,deficit spending on things that we should not even be doing
227127,"economy - people can't afford housing, food, etc"
227133,"Inflation, immigration, crime"
227145,The economy and national debt are a mess.
227151,"border security, inflation, DEI, lack of God even though that used to be the cornerstone of American values, health care, the economy, education system, our government and corrupt politicians."
227198,economy- inflation is to high and hurting most people.
227204,no control over the border wall
227258,Unsecured Borders
227400,Inflation 
227411,immigration and the need for maga to deport everyone 
227429,"racial divide , inflation , healthcare and education "
227447,poverty and price increases 
227572,economy and undocumented allies 
227578,Inflation Immigration
227584,"Inflation, cost of living"
227600,"oligarchy, racism, fascism, authoritarianism "
227606,Housing/rental pricing
227623,"Economy, focusing on the people well being than transferring resources to other countries "
227629,the incoming administration 
227641,treating all people with respect and granting them their civil rights
227647,getting back to civility.  
227659,classic racism 
227677,"poverty, cruel immigration policies, affordable housing "
227694,"border control, tax for the wealthy, "
227706,corporate greed and homelessness 
227724,"DEBT- We need to stop giving other countries so much money. Once we have solved our homeless, especially veterans, then maybe. In addition, we need to put our foot down with the illegal aliens. We don't owe them anything and they are using up all of our resources. This country needs to worry about the United States before we worry about other countries."
227736,border control 
227789,cost of living 
227795,Healthcare costs
227806,Economics and the power required for politics.
227842,security and safety of American Citizens 
227877,"Demonization of expertise, experience, and research/evidence-based learning/processing/governing. "
227913,immigration and economy
227989,Abortion availability to women
228025,Racism Inflation Greed
228042,the people of the US are decided.  crime is a huge issue.  immigration 
228048,holding on to Demoncracy
228066,Democracy too many lies 
228090,Climate change
228096,Unfair elections 
228102,Freedom
228108,I feel that Congress is not doing their job.
228137,prices are out of control but there is NOTHING I can do about it. I worry about my retirement & my family
228143,"Immigration, Russia,China, Middle East"
228161,"immigrants , work on securing our boarders, gas prices, interest rates.."
228167,economy is in the pits
228179,Poverty and segregation. As a collative We the people could uprise and come together. Designated Survivor thing. 
228197,Immigration control.
228203,economy immigration
228214,Inflation is high
228220,Fixing the Border.
228226,Economy
228303,"The cost of living has to be reduced every year, and return the bad immigrates"
228309,"inflation , border crisis, apathy "
228339,border security
228351,"economy, border and defense"
228363,Econy
228387,Inflation
228410,Greed
228451,"economy , it's in the toilet."
228545,"economy, prices are high and incomes are stagnet."
228622,everything is a problem 
228627,decay of manufacturing jobs
228797,dividedness between citizens
228821,The Price of everything is to high
228827,spending money where it's not needed 
228880,I don't know
228939,homeless
228944,"The National Literacy Institute reports the literacy of the majority of Americans is between the 5th & 6th grades.  Republicans consistently vote against public education & public health.  Am. elected a convicted criminal as President and a man who meets Am. Psychiatric Assn. Diagnostic Criteria for both Antisocial and Narcissistic Personality Disorders.  Right wing media has been very successful in their business model of fomenting anger/resentment by mis. and disinformation.  The tipping point was when the Republican Party reached their goal of Alternative Facts.""  Social Media has also been poisonous in regard to ""fact-checking.""  American is moving toward right-wing oligarchy.  Working class people are voting against their own interests.  Democracy is at a dangerous tipping point.  """
228962,"inflation, spending, weakening of world strength "
228980,"economy, immigration, nuclear war"
228991,"the economy, the inflation due to corporate greed. illegal immigration, its a broke system but the optics do not look good when illegals are receiving money, lodging, phones, etcâ€¦ while there are homeless, vets, people barely making itâ€¦. now don't get me wrong I'm sure a lot of people are living beyond their means and not making frugal choices.  Pushing the LGTBQ+ agenda "
229003,"corruption, money in politics, wage stagnation, housing costs"
229027,"the most important problems to me are inflation causing everything to be more expensive, and loss of values as Americans  and the loss of religious values to this country that help guide us in everyday life "
229115,"Inflation, Healthcare"
229126,To many illegals
229138,poverty and racial issues
229144,corporate big business...
229150,equal justice Lawfare No equal justice when the other party does something wrong and they only Try to prosecute a candidate and the other side is doing worse things and not prosecuted for it
229156,I don't know how to answer. 
229162,seperation division 
229173,cell phones are not baby sitters 
229185,economy! everything costs too much and it's making worki
229206,Wasted spending on trash projects
229218,Donald Trump
229230,Eroding democracy 
229248,abortion  should be banned .
229259,maga idiots no
229289,"economy, high prices on everything"
229301,inflation and medical
229313,"Financial hardship, poverty, government handouts for those who choose not to work, denied disability for those who cannot work"
229319,National debt will eventually cripple our economy. The current rate of spending is unsustainable. 
229348,"immigration, economy, child trafficking"
229366,Illegal Immigrants
229378,I think the most important problem is the school shootings. Children shouldn't fear for their safety at school
229396,Our border and economy.  The border imposes security issues and also is causing economic strains on having allowing provisions to illegal immigrants.  The economy is causing everyday citizens to have to struggle to make ends meet.
229417,trustworthy 
229446,"healthcare. inflated cost, poor coverage. "
229452,"Racism, The people wanting to get rid of Hispanics in general."
229488,putting the American people first
229493,immigrants and housing 
229570,"Racism, LGBTQ community, minimum wage, women's rights"
229582,Division and hate
229606,"The economy has to be the most glaring concern. people are struggling in so many areas financially. Housing , groceries, gas , essentials. Everything has gone up and salaries/ wages haven't. There are many other causes that are worthy of attention, but if people aren't able to cover their basic survival, those other issues have to be put to the side until that is fixed."
229618,cost of living with big corps setting prices up up up
229701,government in control 
229724,low I.Q and misinformation 
229736,racism 
229754,"inflation, unable to afford to live "
229771,Inflation is to high
229788, national debt 
229794,people depending too much on the system to take care of them. Lazy people that don't want to make an honest living. 
229812,"border security, inflation, economy, social security "
229817,I feel like we are not together as a nation to much individualism 
229823,Cost of living
229829,loss of Freedom of speech
229834,"economy, medical insurance, taxes, unfair blatant racism "
229839,Trump being president 
229845,hate
229851,illegal aliens. the criminals that are let into this country are a huge problem.
229857,everything is to expensive 
229898,"Cristian nationalism, racism, political climate, women's' rights"
229904,Way middle class is treated financially
229910,THE RATE OF INFLATION
229951,try to let people know how thing really are good bad I don't know 
230004,political divisions- not putting America first
230022,people suffering from increased living costs but no increased pay. those that works for a long time at the same company get no pay increase when costs go up because they make more than minimum wage already. but minimum wage doesn't cover enough either 
230027,"econemy, poverty, unemployed Americans "
230033,border security 
230045,illegal immigration
230057,"emigration, inflation and over priced housing market and auto market"
230063,soaring prices 
230069,"Inflation, the border, LGBTQ+, Nato, war"
230086,anti corruption. terromism. 
230098,foreign affairs
230116,illegal immigration 
230127,Unity/ Making America Great Again
230133,homelessness and veteran care
230157,"MASS ILLEGAL IMMIGRATION, OPEN BOARDER CRISIS, MORE FARMING NEEDED ASAP, 2nd AMENDMENT AT RISK, TRANSHUMANISM TRASH, PRICES OF FOOD"
230214,rule of law being ignored and manipulated for personal and political gain. 
230238,Having a convicted felon/White supremacist/fascist in the White House and half the country voted for him.
230255,A divided country
230261,"â€œcorporations are people tooâ€, Christian nationalism ( these people aren't Jesus followers),supreme court, rich are above the laws, wealth inequality, lack of the right to health care,,,,,,,"
230267,illegal immigration for the sake of voter manipulation
230302,border and economy 
230337,Immigration.  We need to have a clear path for Immigration.
230355,immigration economy
230361,  The Party over Country mentality.
230396,"the economy and inflation, illegal immigration "
230402,illegal aliens crossing the southern border unlawfully - and being welcomed with boatloads of taxpayer money and provisions - because the US doesn't enforce laws on the books and is happy to pretend to be the savior of the world!!
230414,Inflation. The cost of living (for Americans with two very good jobs) is astronomical. It is hard to live comfortably and raise 2 kids on today's cost of living due to inflation. The American Dream is dead.
230420,The Mexico border being open to anyone
230425,"job market, inflation "
230431,Economy / increased prices on everything with no increase in pay
230443,Immigration
230449,"This country has turned from God and it shows.  Aside from that,  economic and health issues are at the very top. "
230455,broader economic growth in usa
230497,need to change up people in charge
230515,MAGA DONALD TRUMP
230532,racial polarization
230556,"Inflation of food, gas and home purchases"
230567,"The rising cost of living, we are slaves to this economy. once i can afford healthcare and groceries ill worry about social issues again."
230597,"Climate change, inflation, and crime that includes gun access and violence."
230603,"racism , financial"
230655,"Poverty, Suicide, Burglary, Murder"
230714,the world is in a bad situation 
230745,Taking rights away from American people 
230751,crippling infrastructure 
230798,economy is out of control inflation is drastically higher than the narrative the media 
230804,anger about everything
230810,"inflation, high food cost"
230821,budget not managed
230827,Overpopulation & illegal immigration 
230856,lobbyists should be gone.they corrupt politicians.inside stock market trading. not accountable for there work.only care for them selfs. .need term limits and age retirement. in all parts of government.and qualified people to do the job not who you know.
230878,"the border, there is an influx of illegal immigrants in the U.S"
230884,high prices for groceries 
230907,Propaganda- in media- lack of truth
230972,"Economy, besides fuel prices our general groceries and supplies are way too high."
230978,This country is way too divided with everyone blaming each other instead of taking responsibility for themselves. 
230984,the exo high interests rates 
230990,"inflation, affordability of healthcare"
231001,civility / respect
231013,We need more access to recycling  
231025,Female rights to their own bodies.
231031,"Economy, keeping control of inflation"
231037,Misinformation. Corrupt criminal politicians.  Individuals supporting these corrupt politicians.  Human rights
231042,"not being able to make any positive , movement, change, no compromise- the two extremes are the loudest."
231107,economy is not good for working class 
231189,Equal rights for all people 
231225,Immigration is a very big problem right now
231236,abortion gas prices housing prices 
231248,Leftist ideology
231265,Republican making bad disagree
231277,"Division between everyday people, basing decision off of party affiliation rather than true belief."
231319,divsion if parties/trump
231324,Donald Trump and the MAGA movement
231360,"end the fed and the rest would fall in place. Economics has been terrible with high inflation significantly harming Americans bank accounts, the wage gains I made in the last 5 years have been entirely overshadowed by the rise of prices. We are marching toward WW3 and Joe Biden couldnt be happier. Crime is out of control, we need to refund and support law enforcement. The alphabet agencies are out of touch with Americans and clearly work for some other master, then need to be largely fired. "
231378,Everyone has there own personal agenda
231383,"illegal entry,  political enrichment of politicians, Supreme court forever appointments"
231389,"economy,  political division"
231395,Donald Trump
231401,cost of living through the roof
231407,I think we need to bring jobs back to the US.  I think the welfare system make it very easy for some people to receive their benifits.  I know of several that are taking advantage of the system because they do not check up and just take their word for it .
231448,Moral decay due to the rise of secularism.
231466,"illegal immigration, cost of living because of the stupid handing of oil/gas in the US. "
231496,"immigration, inflation, racism"
231513,Illegal Aliens
231519,"National security(border) and enforcement of laws in place, economy, gender interference from lobbyists and big money, men are men and women are women, lying politicians without repercussion "
231525,Division amongst American people 
231531,Lack of morality.
231549,political education and 
231555,Economy is in bad shape - out of control inflation and ridiculous government spending.
231615,"maga, autocracy, corruption, femicide, hate, bigotry, "
231650,"racism, homophobia, transphobia, misogyny "
231739,"maga control weakens us in every way- socially, economically, environmentally, politically, morally."
231746,sharp divide in politics and no middle ground
231770,lack of unity and care
231788,Climate change; political division (inability to compromise)
231794,Lack of punishment on crime
231800,"Gun control, economic disparity, healthcare, the war in Gaza, sexism, racism, homophobia and transphobia"
231806,drugs in our  cities is out control
231818,"the acceptance of racial, class, gender and sexual identity discrimination as commonplace "
231898,"polarized politics, intolerance of others"
231962,the MAGA movement including the new Trump administration
231973,Immigrants not getting deported 
231993,economic every thing is more expensive 
232015,CA Government giving away tax payers' free money to support people who does not want to work. Government does not help supporting small business 
232027,SK
232053,climate change.
232071,Misinformation. People cannot make sound decisions based on bad data. Democracy depends on  educated and informed voters.
232077,"economy, inflation"
232101,hyperpartisanship.
232118,un memployment 
232178,illegal immigrations 
232211,Democracy
232223,poor strongly poor
232229,The racist underpinnings of every structure within our government and history and our inability and unwillingness to address it has affected every aspect of our society and social structures.
232246,Disinformation
232252,There doesn't seem to be a media source that covers all Americans so that they hear both sides of an issue. Conservative Americans don't hear the news that Liberal Americans are hearing and Liberal Americans are not hearing what Conservative Americans hear. Our system of getting news supports the division of our country.
232264,Political extremism
232276,Divisiness on political ideals
232282,Trump and Maga racist views
232311,Economic
232323,"The obvious march toward WW3 by our military industrial complex. While our national borders are a total joke, with the huge amounts of drugs and human trafficking happening all the time. Our â€œhigh levelâ€ State and Federal elected officials are clearly paid for, and corrupt. The buying power of the dollar is shot to hell for the common person who earns a paycheck, while the rich get even richer. The crippling taxes we pay as the â€œmiddle classâ€ just to see our tax dollars entirely squandered by government. The media steering a narrative of division between Americans. The open social messaging against masculinity and Christianity. "
232352,Crime and penalties dispensed by the courts
232426,"many, but the impending assault on freedoms and public services with the incoming presidential cabinet. "
232462,concentration of wealth in the top 10% 
232549,"I think there is an extreme divide in the beliefs people hold and some extreme constitutionalists based on religion. I remember learning about the separation of church and state in grade school and it feels like the government has been the exact opposite of that. There's problems on both sides (please why can't we get away from the bi-partisan party options) but when it comes to basic, common sensical human rights, people have God in mind and/or their personal beliefs instead of leaving it up to the individual. Unfortunately many of these people hold such vile and violent opinions it's disheartening. I understand our country was built on certain ideals but thankfully we have toilet paper (or wait, did electricity come first?) these days and no longer have to write with a feather pen on scroll paper so why is it so important to some people that our ideals stay in the past?"
232555,access to education
232567,Economy and inflation. Unregulated artificial intelligence and privacy issues. Unrestricted and inefficient resource consumption for the pursuit of artificial intelligence.
232617,I really don't have nothing to say
232687,global warming and economy issues 
232693,"Russia, China, internet attacks of infrastructure and banks"
232705,a war cause its not right n fair
232716,"The most concerning problems are based on the lack of checks and balances that were imbeded into our governmental systems. The supreme court taking political stands and not being regulated or checked"" and the potential that the Senate and House of Reps will not take ethical stances agains illegal actions of this twice impeached felon that has somehow won this presidential election. We may lose our democracy and care for the elders due to not having ethical leadership."""
232746,economy and job security
232763,womens rights to their own body and what they can do with it. 
232769,"Inflation, climate change, division"
232781,white nationalist 
232793,Dis/misinformation
232829,Human rights. Too much hate has been spread by the Maga movement.
232858,Donald Trump; political divisiveness
232888,"polarity - differing opinions fueled by social media and tech algorithms, as well as gerrymandering, generally causing us not to be able to understand or empathize with those we disagree with"
232900,DIVISIVENESS OF PEOPLE[CHAR(10)]TAX THE 1%[CHAR(10)][CHAR(10)]
232941,Democracy
232983,"The Biggest problem right now that this country is facing is inflationâ€” this has caused the rise of homelessness, unemployment, and the inability to obtain life essentials."
233024,economy and global warming.
233030,Decline to answer at this time.
233036,homelessness and hunger in families 
233042,Our open border and the economy. 
233048,homelessness poverty drug abuse
233055,homeless people
233061,TRULY Affordable housing
233110,Job opportunities
233116,misinformation 
233122,How the Republican party consistently lied to the citizens of our country and get away with it.
233193,the new president elect 
233205,"social issues,  people having issues with individuals regardless of their gender or religion "
233211,"climate change, healthcare, education, drugs, gun violence"
233217,Democracy - Climate Change - Lack of Intelligence 
233223,"our democracy/ divided country, women's rights, climate change, drugs"
233258,lack of God and morality 
233264,Democrats!
233276,political zealots
233282,border security and illegals
233381,Climate change - we are not doing enough as a society to address it
233387,greed and povert
233416,Trump policies 
233458,Money
233470,political division
233493,"equity in health, education"
233541,The Capitalization of Healthcare
233554,homeless and the increase in cost of living just continues to increase
233624,Islamophobic ColdWar Anticommunist Imperialism
233647,Economy and illegal immigration financial drain through out the US
