respondent_id,response_text,llm_code_label,confidence,raw_model_output
142484,"economy, political division, foreign policy",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""Multiple issues mentioned; economy is listed first and thus most emphasized according to instructions.""
}
```"
142485,Dismantling our democracy,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Politics/Democracy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response directly references 'dismantling our democracy,' which is a clear critique of political institutions and democracy.""
}
```"
142486,"False history is the biggest. Teaching lies in school. The country not fixing their mistakes of the past. Not acknowledging their wrongs. Racism, oppression to certain demographics of people. lack of homeownership for certain demographics of people. Wide income marginal divides amongst certain demographics of people. Few business opportunities for so called slaves children left her that built the country from the ground up. their children have nothing in this land ................... but everyone else's seed has all the fats of this land........",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Social Issues"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response focuses on racism, oppression, and social inequality affecting certain demographics, which aligns with Social Issues.""
}
```"
142488,the economy we need to take care of our own ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions 'the economy' as the problem, which directly fits the Economy category.""
}
```"
142489,pension issues ,Economy,High,Pension issues relate to economic concerns about retirement funds and financial security.
142490,Reaching common ground,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Social Issues"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""The response implies a problem with social division or lack of social cohesion, which fits Social Issues.""
}
```"
142491,influx of illegals immigrants without being vetted,Immigration,High,"The response explicitly mentions 'illegals immigrants' and concerns about vetting, which directly relates to immigration issues."
142492,political divide ,Social Issues,High,"The response mentions 'political divide,' which refers to social division and polarization without explicit reference to political institutions, fitting the Social Issues category."
142493,"HATE of religions, LGBTQI people, immigrants, party against party(political), and the spear of misinformation about these topics or people. ",Social Issues,High,"The response highlights hate against religions, LGBTQI people, immigrants, and misinformation, which are social divisions and cultural conflicts, fitting Social Issues. Although political party conflict is mentioned, the emphasis is on social groups and misinformation rather than political institutions."
142494,women's reproductive rights,Healthcare,High,"Women's reproductive rights relate to abortion and healthcare access, fitting the Healthcare category."
142496,economia,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Unclear"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response 'economia' is unclear because it is in another language (Spanish for 'economy') and does not explicitly match the English category labels; however, it likely refers to economic issues.""
}
```"
142498,"economy: inflation, salaries, mortgage interest rates.",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions inflation, salaries, and mortgage interest rates, all of which are economic issues.""
}
```"
142499,Illegal immigration,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions 'Illegal immigration,' which directly relates to immigration issues.""
}
```"
142501,"Bigotry, homophobia, transphobia, hatred, stupidity, self-centeredness",Social Issues,High,"The response highlights social division and prejudice (bigotry, homophobia, transphobia, hatred), which fits the Social Issues category."
142502,Trump himself - I'm terrified of the reckless actions he'll take once he becomes president again.,Politics/Democracy,High,"The response criticizes a political leader and expresses fear about his potential actions as president, which relates to political leadership and governance."
142503,"cost of living, hard to get by on social security ",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'cost of living' and financial difficulty, which are economic issues.""
}
```"
142504,"pub school, health care",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Healthcare"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'health care' explicitly, which falls under Healthcare. Although 'pub school' (public school) relates to education, education is not a listed category, so the emphasis is on the clearly mentioned Healthcare issue.""
}
```"
142505,"foreign policy, religion, inflation",Foreign Policy,High,"The response lists multiple issues; per rules, code the first emphasized issue, which is foreign policy."
142506,"enviromental degradation, climate change, pollution, etc.",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Environment"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions environmental degradation, climate change, and pollution, which clearly fall under the Environment category.""
}
```"
142508,"Economy, lower inflation",Economy,High,"The response explicitly mentions 'Economy' and 'lower inflation,' which is an economic issue."
142511,Financial security - keeping non-government people like Elon Musk out of governmental processes. His access to the Treasury is horrendous.,Politics/Democracy,High,"The response criticizes government access and influence by a private individual, which relates to government institutions and corruption, fitting Politics/Democracy."
142512,The Economy is doing poorly for the Middle income,Economy,High,"The response explicitly mentions the economy and its impact on middle income, fitting the Economy category."
142513,security from terrorists ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Foreign Policy"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""The mention of 'security from terrorists' suggests concerns about national security and threats from abroad, which aligns with Foreign Policy.""
}
```"
142514,"Boarder, crime, prices on insurance, groceries, etc.",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions prices on insurance and groceries, which relate to cost of living and inflation, key economic issues. Although 'boarder' (likely 'border') and crime are mentioned, the first emphasized issue related to economic concerns is prices.""
}
```"
142515,"Right now I am most worried about what terrible, sweeping changes Donald Trump will try to enact in the next 4 years e.g., in weaking the EPA, women's rights, foreign policy.",Politics/Democracy,High,"The response focuses on concerns about government actions and leadership under Donald Trump, which aligns with criticism of political institutions and leadership, fitting Politics/Democracy."
142518,maga movement - racist sexist anti science anti climate change fascist movement has taken over the USA ,Social Issues,High,"The response focuses on social division, racism, sexism, and anti-science attitudes, which are social issues rather than political institutions or specific policies."
142519,economy we need lower prices and more jobs for the lower and middle classes.  we need to make America the best country. ,Economy,High,"The response emphasizes lower prices and more jobs, which are economic issues, making Economy the appropriate category."
142520,I think there's things that need to be fixed but I don't pay enough attention to policts and such to have a fair opinion in this ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Unclear"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response is vague and indicates lack of attention or opinion, making it uninterpretable.""
}
```"
142523,women's rights ,Social Issues,High,"Women's rights relate to social equality and cultural issues, fitting under Social Issues."
142524,corruption & conflicts of intetest by government & it's agencies,Politics/Democracy,High,"The response criticizes government corruption and conflicts of interest, which relates to political institutions and governance."
142525,Economic inflation,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions 'Economic inflation,' which is a clear economic issue related to prices and cost of living.""
}
```"
142526,Political Extremists,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Social Issues"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""The response refers to 'Political Extremists,' which suggests social division or polarization without explicit reference to political institutions, fitting the Social Issues category.""
}
```"
142527,"Low wages, lack of jobs, high inflation, overall lack of opportunities for prosperity",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response focuses on wages, jobs, inflation, and economic opportunities, all of which fall under economic issues.""
}
```"
142528,"need to focus more on our country, quit being the global babysitter",Foreign Policy,High,"The response criticizes the country's involvement abroad ('global babysitter'), indicating a concern with foreign policy."
142529,"The cost of groceries, gas, and cost of housing/living",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response focuses on the cost of groceries, gas, and housing/living, which are economic issues related to prices and cost of living.""
}
```"
142531,Economy,Economy,High,"The response explicitly states 'Economy,' which directly matches the Economy category."
142532,RETIREMENT INCOME,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""Retirement income relates to financial security and economic issues affecting individuals after retirement.""
}
```"
142533,open borders,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The phrase 'open borders' directly relates to immigration policy and border control issues.""
}
```"
142535,"all the isms (racism, sexism, etc.)",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Social Issues"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions various forms of discrimination (racism, sexism), which are social division issues, fitting the Social Issues category.""
}
```"
142537,climate change.   daily waste,Environment,High,"The response mentions 'climate change' and 'daily waste,' both clearly related to environmental issues."
142538,"The nonelected administrators run a parallel government that runs the nation independent of elected officials. This has resulted in loss of manufacturing, entripenureship and general freedom in our republic.  ",Politics/Democracy,High,"The response criticizes nonelected administrators and loss of freedom in the republic, indicating issues with government and political institutions, fitting Politics/Democracy."
142540,"Economy, what going to happen when tariffs put in place",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'Economy' explicitly and refers to tariffs, which are economic trade policies, so Economy is the most emphasized issue.""
}
```"
142541,affordable housing minimum wages healthcare and insurance,Economy,High,"Multiple issues mentioned, but 'minimum wages' and 'affordable housing' relate to economic concerns; economy is emphasized first before healthcare."
142543,Our open border situation,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The phrase 'open border situation' directly relates to border and immigration issues.""
}
```"
142544,"Women's rights, and LGBQT+ rights, Human rights",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Social Issues"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response focuses on rights related to gender, sexual orientation, and human rights, which are social issues involving social equality and inclusion.""
}
```"
142545,"there are lots of problems. food problems, health insurance issues,etc",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Healthcare"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""The response mentions 'health insurance issues' explicitly, which falls under Healthcare. 'Food problems' is vague and less emphasized, so Healthcare is chosen.""
}
```"
142546,"economy,  lack of unity,  government overreach,  health",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response lists multiple issues, with 'economy' mentioned first; per rules, code the first emphasized issue.""
}
```"
142547,Housing Economy ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""The response mentions 'Housing Economy,' which relates to economic issues such as housing costs and affordability, fitting best under Economy.""
}
```"
142550,"Inflation. The cost of living is really hard for middle class those in poverty right now. People can't afford to buy homes. Groceries, clothing, and fuel are very expensive. ",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response focuses on inflation, cost of living, affordability of homes, and prices of groceries, clothing, and fuel, all of which fall under economic issues.""
}
```"
142551,economic in opposite direction,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""The response mentions 'economic,' indicating an economic issue, though the phrase is unclear; economy is the best fit.""
}
```"
142552,SK,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Unclear"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response 'SK' is vague and uninterpretable, providing no clear indication of any specific problem.""
}
```"
142553,I'm not racist but how is these people coming to our Country and getting all of our benefits and we have to work and can't get nothing ,Immigration,High,"The response focuses on people coming to the country and receiving benefits, which relates directly to immigration issues."
142554,economy,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions 'economy,' which directly corresponds to the Economy category.""
}
```"
142555,lack of accountability ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Politics/Democracy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response criticizes government accountability, which relates to political institutions and governance, fitting the Politics/Democracy category.""
}
```"
142556,illegal immigrates,Immigration,High,"The response explicitly mentions 'illegal immigrates,' which directly relates to immigration issues."
142557,"economic, border, censorship, waste and fraud, freedom of speech ",Economy,Medium,"Multiple issues mentioned; 'economic' is listed first and is a clear category, so Economy is chosen as the most emphasized issue."
142559,Misinformation Disinformation Lies,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Politics/Democracy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response criticizes misinformation, disinformation, and lies, which relate to political institutions and trust, fitting the Politics/Democracy category.""
}
```"
142560,Inflation is huge right now.,Economy,High,"The response specifically mentions inflation, which is an economic issue."
142562,Unityâ€¦.I feel our country isn't united. ,Social Issues,High,"The response emphasizes lack of unity and social cohesion, which fits the Social Issues category."
142563,we need the food to go down!! we need housing to go down and we need are jobs to pay better and we need are jobs and government jobs to make sure they pay us people for the time we work and on time and if they don't there fined big and they have to pay the employee double or triple there check they didn't get payed and I think we need more love and less hate we need are social media platforms to be held accountable for scams fraud and so forth ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response emphasizes issues related to food prices, housing costs, job pay, and timely payment, all of which fall under economic concerns.""
}
```"
142565,climic change,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Environment"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'climic change' (assumed to mean 'climate change'), which falls under Environment.""
}
```"
142566,the the country is divided ,Social Issues,High,"The response mentions division, which relates to social division or lack of social cohesion, fitting the Social Issues category."
142568,Big business interests,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Politics/Democracy"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""The response criticizes 'big business interests,' which often relates to influence on government or corruption, fitting Politics/Democracy rather than a specific policy area.""
}
```"
142570,Abortion I do not believe it should be legalized.,Healthcare,High,"The response focuses on abortion, which is explicitly included under Healthcare issues."
142571,immigrationâ€¦.shut the borders,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions 'immigration' and 'shut the borders,' which directly relates to immigration issues.""
}
```"
142572,"economy, we need stabilization of prices at the grocery store.",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'economy' and specifically 'stabilization of prices,' which relates to inflation and cost of living, fitting the Economy category.""
}
```"
142573,Environmental Issues aren't prioritized - Healthcare isn't prioritized - The people as a whole aren't prioritized.  It a power grab with little thought about those who need assistance.,Politics/Democracy,High,"The response criticizes government priorities and power dynamics without focusing on a specific policy area, fitting the Politics/Democracy category."
142574,"Homelessness, border, crime",Social Issues,High,"The response lists multiple issues; homelessness is a social issue and is mentioned first, so it is coded as Social Issues according to the rule to code the most emphasized or first issue."
142576,"Education, Privacy, Healthcare, Equity in college admission across all cultures ",Healthcare,Medium,"Multiple issues mentioned, but Healthcare is explicitly named and is a clear policy area; Education and Privacy do not fit defined categories, and Equity in college admission relates to Social Issues but is less emphasized."
142577,"The economy. The price of EVERYTHING has gone up and it never seems to come back down. It seems that companies will us anything that is happening in the world to raise and or gouge price the consumers. The price of gas has dropped, but $2.70 per gallon is still ridiculous. The oil companies make record profits. The get get brought in front of Congress and essentially get yelled at and when it's over they just go back to doing the same thing.",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response focuses on rising prices, inflation, and company profiteering, which are economic issues.""
}
```"
142578,economy inflation; illegal immigration; crime; woke politics ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""Multiple issues mentioned; economy (inflation) is listed first and thus coded as the most emphasized issue.""
}
```"
142580,poverty/ food insecurity ,Economy,High,"Poverty and food insecurity relate to economic hardship and lack of resources, fitting under Economy."
142581,"Economy, south boarder, stock market, job market, getting inflation down",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""Multiple issues mentioned, but economy-related topics like inflation, stock market, job market, and getting inflation down are emphasized first and most prominently.""
}
```"
142582,"Economy, Inflation, price hike etc",Economy,High,"The response explicitly mentions 'Economy, Inflation, price hike,' which are economic issues."
142584,"Trump, hatred, super wealthy taking advantage of the working class",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Social Issues"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions hatred and social inequality (super wealthy vs working class), indicating social division and tension rather than a specific policy area.""
}
```"
142585,The lack of civility for people of different schools of thought. The economy. Human rights(including women's rights). An unwillingness to acknowledge facts. Gun control. ,Social Issues,High,"The response emphasizes lack of civility and social division first, which aligns with Social Issues. Although economy and other topics are mentioned, the first and most emphasized issue is social division."
142586,illegal immigration,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions 'illegal immigration,' which falls under the Immigration category.""
}
```"
142587,"High cost of food items, gasoline, housing",Economy,High,"The response mentions high costs of food, gasoline, and housing, which relate to prices and cost of living, fitting the Economy category."
142588,Finances! Everything is going up but NOONE has the money to afford anything so we are all just struggling to keep ourselves and kids alive and healthy. ,Economy,High,"The response emphasizes rising costs and financial struggle, which aligns with economic issues such as inflation and cost of living."
142590,"Illegal immigration, inflation, crime",Immigration,High,Multiple issues mentioned; immigration is listed first and thus coded as the most emphasized issue.
142591,The american people seem obsessed with domesticated animals.,Other,High,"The response mentions domesticated animals, which does not fit into any specified categories related to country problems."
142592,Immigration is one of the most important problems in this country.,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly states immigration as the most important problem.""
}
```"
142593,SK,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Unclear"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response 'SK' is vague and uninterpretable, providing no clear indication of any specific issue.""
}
```"
142594,polarizationâ€”it doesn't feel like that â€œone nation â€¦ with liberty and justice for allâ€ welcoming â€œhuddled masses yearning to be freeâ€,Social Issues,High,"The response mentions polarization and lack of social cohesion without explicit reference to political institutions, fitting the Social Issues category."
142595,"indifference to what is going on, FAKE news",Politics/Democracy,High,"The response criticizes government-related issues such as 'fake news' and indifference, which relates to political institutions and public trust, fitting Politics/Democracy."
142597,the rights to bodily autonomy -for women and those who identify as transgender,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Healthcare"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response references bodily autonomy related to women and transgender individuals, which aligns with healthcare issues such as abortion and access to medical care.""
}
```"
142598,the corruption of the people in power that want to create division and are not help the lower and middle class people ,Politics/Democracy,High,"The response criticizes corruption and division caused by people in power, which relates to government and political institutions, fitting the Politics/Democracy category."
142599,"divisiveness, ingredients in foods, price of housing, over regulations ",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""Multiple issues mentioned; 'price of housing' is an economic issue and likely the most concrete economic concern compared to divisiveness (social), ingredients in foods (unclear/other), and over regulations (unclear).""
}
```"
142600,"Division in political parties, religion taking too big of a role in politics, women's rights ",Social Issues,High,"The response mentions division in political parties and religion's role in politics, indicating social division and cultural conflict, along with women's rights, all fitting Social Issues rather than direct political institutions."
142601,NEED TO CLOSE THE BORDER,Immigration,High,"The response explicitly mentions closing the border, which relates directly to immigration issues."
142603,"Economy, border, ",Economy,High,"The response mentions 'Economy' first and 'border' second; per rules, code the first emphasized issue."
142604,"open borders, illegal immigrants, crime, fentanyl deaths, terror threats ",Immigration,High,"The response lists multiple issues, with 'open borders' and 'illegal immigrants' mentioned first, indicating immigration is the most emphasized issue per the rules."
142605,economy and immigration and division,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""Multiple issues mentioned; economy is listed first and thus coded per instructions.""
}
```"
142606,Attacks on individual freedoms,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Politics/Democracy"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""The response refers to 'attacks on individual freedoms,' which suggests criticism of government or political institutions restricting rights, fitting Politics/Democracy.""
}
```"
142607,wages are not keeping ahead of costs,Economy,High,"The response focuses on wages and costs, which relate directly to economic issues such as income and cost of living."
142609,"Divisiveness driven by the politics of fear"". Selfish outside influences or those with financial influence pushing their own agendas by ""dividing and conquering"" the American people. """,Politics/Democracy,High,"The response criticizes political divisiveness and external influences manipulating the political landscape, which aligns with issues related to government, leaders, and political institutions."
142610,"Economics, crime, lack of respect for all people, world conflicts, ",Economy,Medium,"Multiple issues mentioned; 'Economics' is listed first and is a clear category, so it is coded as Economy per the rule to code the first emphasized issue."
142612,Economy,Economy,High,"The response directly states 'Economy,' which matches the Economy category as defined."
142613,democracy as an institution ,Politics/Democracy,High,"The response explicitly mentions 'democracy as an institution,' which directly relates to political institutions and governance, fitting the Politics/Democracy category."
142614,illegal immigration and open border,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions 'illegal immigration' and 'open border,' which directly relate to immigration issues.""
}
```"
142617,class division ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Social Issues"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response 'class division' refers to social division and inequality, which fits the Social Issues category.""
}
```"
142618,Liberals and antisemitism,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Social Issues"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response references antisemitism, which is a social issue related to discrimination and social division.""
}
```"
142619,"hate, misinformation, sexism ",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Social Issues"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions hate, misinformation, and sexism, which relate to social division and cultural conflict, fitting the Social Issues category.""
}
```"
142620,Immigration This is a big problem for all Americans and hopefully it will get better soon.,Immigration,High,"The response explicitly mentions immigration as the big problem, fitting the Immigration category."
142621,Lawlessness and embezzlement by people in power. No one is honest from bottom to top. They all have to go.,Politics/Democracy,High,"The response criticizes government leaders and corruption without mentioning a specific policy area, fitting the Politics/Democracy category."
142622,Corporate money in politics,Politics/Democracy,High,"The response criticizes influence in politics without specifying a policy area, fitting the Politics/Democracy category."
142623,"Social Security, affordable housing, affordable higher education, healthcare",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Healthcare"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""Multiple issues mentioned, but healthcare is explicitly named and is a distinct policy area; affordable housing and education do not fit other categories clearly, so healthcare is chosen as the most emphasized specific issue.""
}
```"
142626,Gun laws-NRA refuses to invoke harsh laws alongside republicans,Crime,High,"The response focuses on gun laws and the refusal to enforce harsh laws, which relates to crime and public safety."
142628,"LA ECONOMIA, TODO MUY CARO, LA RENTA DE CASAS, IMPUESTOS MUY ALTOS, ",Economy,High,"The response mentions the economy explicitly, focusing on high prices, rent, and taxes, which are economic issues."
142629,the economy the prices of livong is not matching our pay checkes..,Economy,High,"The response focuses on the economy, specifically mentioning prices and paychecks, which relates to cost of living and wages."
142631,I don't pay much attention,Unclear,High,"The response is vague and uninterpretable, indicating lack of a clear problem."
142632,Fascism has returned,Politics/Democracy,High,"The response criticizes a political condition (fascism), which relates to government and political systems, fitting Politics/Democracy."
142635,"Immigration, climate change, healthcare system, quality of food, the war in the Ukraine",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""Multiple issues mentioned; immigration is listed first and thus coded as the most emphasized issue.""
}
```"
142636,"Economy affected by so many other things, border, handouts, spending bills with tack ons, etc",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""The response emphasizes the economy first ('Economy affected by so many other things'), followed by other issues; per rules, code the most emphasized issue which is economy.""
}
```"
142637,border gas prices grocery prices peoples wages,Economy,High,"The response mentions 'gas prices,' 'grocery prices,' and 'peoples wages,' all related to economic issues; 'border' is mentioned first but without clear context, so the emphasis is on economic concerns."
142638,Disunity.  Lack of ability to compromise.  Partisanship.  Inflation.  Excessive housing prices.,Politics/Democracy,High,"The response emphasizes disunity, lack of compromise, and partisanship, which are political issues; although inflation and housing prices are mentioned, the political problems are more emphasized and come first."
142639,"Immigration, the economy is so bad already. The Country can't afford to house and feed so many. The economy is so bad people shouldn't have to choose between paying their bills or groceries ",Immigration,High,"The response mentions both immigration and the economy, but immigration is mentioned first and emphasized as a problem related to housing and feeding many people, so immigration is coded per the rules."
142640,Christian nationalism ,Social Issues,High,"Christian nationalism relates to cultural conflict and social division, fitting the Social Issues category."
142641,economy and immigration,Economy,High,"Both economy and immigration are mentioned, but economy is listed first and thus given priority according to the rules."
142642,economy.   ,Economy,High,"The response explicitly mentions 'economy,' which directly matches the Economy category."
142643,economy abortion,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Healthcare"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions 'abortion,' which falls under Healthcare according to the definitions, despite the word 'economy' appearing first without context.""
}
```"
142646,"Immigration, open boarders, crime",Immigration,High,"Multiple issues mentioned, but 'Immigration' is listed first and emphasized; per rules, code the first issue when equal emphasis."
142647,SK,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Unclear"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response 'SK' is vague and uninterpretable, providing no clear information about any specific issue.""
}
```"
142649,income not evenly spread,Economy,High,"The response refers to uneven income distribution, which relates to economic inequality, a key economic issue."
142650,geopolitical instability ,Foreign Policy,High,"Geopolitical instability relates to international relations and national security abroad, fitting the Foreign Policy category."
142651,border control ,Immigration,High,The response 'border control' directly relates to immigration issues such as borders and illegal immigration.
142653,misuse of our resources,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Other"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""The response is vague and does not specify a particular issue like economy, politics, or environment, so it is coded as Other.""
}
```"
142654,stop funding other countries. bring our troops back to the u.s. take the gov't out of public schools. stop telling our kids its ok to be trans or gay. get rid of the illegals ,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response emphasizes 'get rid of the illegals,' which directly relates to immigration issues. Other points are less specific or relate to social issues, but immigration is the most emphasized.""
}
```"
